,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,TransportMeans,WklyStudyHours,NrSiblings,MathScore,ReadingScore,WritingScore,Average
18536,female,group C,associate's degree,standard,completed,single,regularly,yes,private,5 - 10,0.0,89.0,100.0,100.0,96.33333333333333
18537,male,group C,some high school,free/reduced,completed,single,regularly,no,private,5 - 10,4.0,66.0,70.0,65.0,67.0
18538,male,group E,associate's degree,standard,none,divorced,sometimes,yes,school_bus,> 10,4.0,97.0,91.0,90.0,92.66666666666667
18539,male,group B,bachelor's degree,free/reduced,none,single,sometimes,yes,school_bus,5 - 10,1.0,58.0,64.0,63.0,61.666666666666664
18540,female,group C,some college,standard,none,married,regularly,yes,school_bus,5 - 10,2.0,73.0,86.0,83.0,80.66666666666667
18541,male,group C,some high school,free/reduced,none,divorced,sometimes,no,private,> 10,1.5,54.0,46.0,40.0,46.666666666666664
18542,female,group C,high school,free/reduced,none,married,sometimes,yes,private,< 5,2.0,70.0,72.0,73.0,71.66666666666667
18543,male,group E,associate's degree,standard,none,married,regularly,no,school_bus,5 - 10,6.0,53.0,53.0,49.0,51.666666666666664
18544,male,group C,bachelor's degree,standard,none,married,regularly,yes,private,< 5,4.0,95.0,94.0,88.0,92.33333333333333
18545,male,group A,some college,standard,none,single,sometimes,no,school_bus,5 - 10,3.0,47.0,56.0,45.0,49.333333333333336
18546,female,group C,high school,standard,none,single,never,yes,school_bus,5 - 10,1.0,61.0,60.0,62.0,61.0
18547,male,group D,some high school,standard,none,single,sometimes,yes,school_bus,> 10,1.0,69.0,66.0,67.0,67.33333333333333
18548,female,group B,high school,standard,completed,married,regularly,no,school_bus,5 - 10,4.0,52.0,63.0,64.0,59.666666666666664
18549,male,group C,some high school,standard,none,married,sometimes,yes,school_bus,5 - 10,2.0,73.0,68.0,58.0,66.33333333333333
18550,male,group A,some college,free/reduced,none,married,regularly,yes,private,< 5,3.0,54.0,44.0,43.0,47.0
18551,male,group E,high school,standard,none,single,regularly,yes,school_bus,> 10,3.0,92.0,74.0,75.0,80.33333333333333
18552,female,group E,associate's degree,free/reduced,completed,married,sometimes,yes,private,5 - 10,2.0,81.0,88.0,84.0,84.33333333333333
18553,female,group C,bachelor's degree,standard,none,single,sometimes,no,private,5 - 10,3.0,88.0,95.0,97.0,93.33333333333333
18554,male,group C,some college,free/reduced,none,married,regularly,yes,private,< 5,3.0,56.0,44.0,47.0,49.0
18555,male,group B,some college,standard,none,married,regularly,yes,school_bus,5 - 10,0.0,77.0,63.0,60.0,66.66666666666667
18556,female,group D,some college,standard,none,married,regularly,no,private,> 10,3.0,95.0,100.0,96.0,97.0
18557,female,group C,high school,standard,none,married,never,no,private,> 10,2.0,52.0,56.0,58.0,55.333333333333336
18558,female,group B,associate's degree,standard,none,married,sometimes,yes,private,5 - 10,2.0,73.0,71.0,74.0,72.66666666666667
18559,male,group D,some high school,standard,none,married,regularly,yes,school_bus,5 - 10,2.0,67.0,54.0,55.0,58.666666666666664
18560,female,group D,master's degree,standard,completed,married,sometimes,no,private,5 - 10,2.5,44.0,57.0,61.0,54.0
18561,female,group C,some high school,free/reduced,completed,married,regularly,yes,school_bus,< 5,0.0,72.0,84.0,79.0,78.33333333333333
18562,female,group A,some college,free/reduced,none,married,sometimes,no,school_bus,5 - 10,1.0,25.0,45.0,42.0,37.333333333333336
18563,female,group C,master's degree,standard,none,divorced,never,no,private,5 - 10,3.0,56.0,62.0,63.0,60.333333333333336
18564,female,group D,master's degree,standard,none,married,never,yes,private,5 - 10,1.0,65.0,77.0,79.0,73.66666666666667
18565,female,group D,some college,standard,none,divorced,sometimes,yes,school_bus,5 - 10,3.0,64.0,80.0,75.0,73.0
18566,male,group C,some high school,standard,completed,married,sometimes,yes,school_bus,> 10,1.0,69.0,65.0,68.0,67.33333333333333
18567,male,group C,some high school,free/reduced,none,married,regularly,yes,school_bus,5 - 10,0.0,50.0,60.0,52.0,54.0
18568,male,group B,high school,standard,none,divorced,sometimes,no,school_bus,> 10,4.0,93.0,78.0,78.0,83.0
18569,male,group C,some high school,free/reduced,none,married,sometimes,yes,private,5 - 10,5.0,50.0,55.0,44.0,49.666666666666664
18570,female,group C,some college,standard,completed,married,regularly,yes,school_bus,5 - 10,2.0,88.0,95.0,96.0,93.0
18571,male,group C,some college,standard,none,married,regularly,no,school_bus,5 - 10,4.0,76.0,65.0,66.0,69.0
18572,male,group B,bachelor's degree,free/reduced,none,single,regularly,no,school_bus,5 - 10,3.0,47.0,46.0,39.0,44.0
18573,female,group B,some high school,standard,none,married,never,yes,private,5 - 10,3.0,45.0,53.0,48.0,48.666666666666664
18574,female,group A,associate's degree,standard,none,single,never,no,school_bus,5 - 10,2.0,82.0,81.0,78.0,80.33333333333333
18575,male,group B,bachelor's degree,free/reduced,none,divorced,regularly,yes,school_bus,< 5,2.0,46.0,51.0,42.0,46.333333333333336
18576,male,group D,some college,standard,completed,married,sometimes,no,school_bus,> 10,2.0,100.0,97.0,100.0,99.0
18577,male,group A,high school,free/reduced,completed,single,sometimes,no,school_bus,5 - 10,2.0,47.0,54.0,56.0,52.333333333333336
18578,female,group C,some high school,standard,completed,married,sometimes,no,private,5 - 10,4.0,78.0,87.0,84.0,83.0
18579,female,group D,some high school,free/reduced,completed,married,regularly,yes,private,5 - 10,3.0,49.0,63.0,70.0,60.666666666666664
18580,male,group D,master's degree,free/reduced,completed,single,sometimes,yes,school_bus,5 - 10,0.0,71.0,68.0,64.0,67.66666666666667
18581,female,group C,some college,standard,none,married,regularly,yes,school_bus,5 - 10,1.0,48.0,51.0,57.0,52.0
18582,male,group C,some college,standard,none,married,regularly,yes,school_bus,5 - 10,0.0,76.0,64.0,67.0,69.0
18583,female,group C,some high school,standard,none,married,sometimes,no,school_bus,5 - 10,6.0,45.0,67.0,65.0,59.0
18584,male,group C,some college,standard,none,married,sometimes,yes,private,5 - 10,4.0,43.0,47.0,36.0,42.0
18585,male,group D,master's degree,free/reduced,none,single,regularly,yes,school_bus,< 5,2.5,59.0,57.0,63.0,59.666666666666664
18586,male,group C,associate's degree,standard,none,single,sometimes,yes,school_bus,5 - 10,2.0,60.0,49.0,46.0,51.666666666666664
18587,female,group C,some high school,free/reduced,none,single,sometimes,yes,private,5 - 10,1.0,64.0,82.0,77.0,74.33333333333333
18588,female,group C,high school,free/reduced,none,single,sometimes,no,school_bus,5 - 10,2.0,41.0,51.0,46.0,46.0
18589,male,group C,associate's degree,free/reduced,completed,married,sometimes,yes,private,5 - 10,1.0,46.0,46.0,47.0,46.333333333333336
18590,female,group C,some college,standard,none,married,sometimes,no,school_bus,< 5,2.0,64.0,74.0,75.0,71.0
18591,female,group C,bachelor's degree,free/reduced,none,married,sometimes,no,private,< 5,5.0,38.0,52.0,50.0,46.666666666666664
18592,male,group D,some high school,standard,completed,married,regularly,yes,private,5 - 10,1.0,86.0,89.0,84.0,86.33333333333333
18593,female,group A,associate's degree,standard,none,single,regularly,yes,school_bus,< 5,5.0,75.0,75.0,78.0,76.0
18594,male,group B,some college,standard,completed,single,sometimes,yes,school_bus,< 5,1.0,50.0,63.0,58.0,57.0
18595,male,group B,some college,free/reduced,none,single,regularly,yes,school_bus,< 5,6.0,45.0,45.0,43.0,44.333333333333336
18596,female,group B,high school,standard,none,married,sometimes,yes,school_bus,5 - 10,1.0,69.0,75.0,77.0,73.66666666666667
18597,male,group C,high school,free/reduced,none,divorced,sometimes,no,school_bus,5 - 10,2.0,58.0,51.0,50.0,53.0
18598,male,group C,master's degree,free/reduced,completed,married,sometimes,no,school_bus,< 5,3.0,81.0,81.0,86.0,82.66666666666667
18599,female,group E,high school,standard,completed,married,regularly,yes,school_bus,5 - 10,0.0,86.0,98.0,96.0,93.33333333333333
18600,male,group C,high school,free/reduced,none,divorced,sometimes,yes,private,> 10,4.0,59.0,60.0,57.0,58.666666666666664
18601,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,private,5 - 10,3.0,45.0,49.0,53.0,49.0
18602,female,group E,bachelor's degree,standard,none,single,never,yes,school_bus,< 5,1.0,76.0,81.0,79.0,78.66666666666667
18603,male,group A,some high school,free/reduced,none,married,regularly,no,private,5 - 10,1.0,58.0,48.0,46.0,50.666666666666664
18604,male,group B,some college,standard,completed,divorced,regularly,no,school_bus,< 5,4.0,67.0,67.0,72.0,68.66666666666667
18605,female,group E,associate's degree,free/reduced,completed,married,regularly,yes,school_bus,5 - 10,3.0,74.0,74.0,74.0,74.0
18606,male,group D,some college,standard,none,single,never,no,school_bus,> 10,3.0,41.0,40.0,45.0,42.0
18607,male,group C,associate's degree,standard,none,single,regularly,yes,private,5 - 10,1.0,94.0,88.0,90.0,90.66666666666667
18608,female,group B,high school,standard,none,married,sometimes,yes,school_bus,< 5,3.0,37.0,43.0,37.0,39.0
18609,female,group D,bachelor's degree,standard,none,married,regularly,yes,school_bus,5 - 10,1.0,85.0,83.0,91.0,86.33333333333333
18610,male,group C,master's degree,free/reduced,completed,married,never,yes,school_bus,5 - 10,3.0,77.0,82.0,81.0,80.0
18611,male,group E,bachelor's degree,free/reduced,none,divorced,regularly,yes,private,< 5,2.0,64.0,54.0,49.0,55.666666666666664
18612,female,group C,some college,free/reduced,completed,married,sometimes,no,private,> 10,1.0,78.0,86.0,92.0,85.33333333333333
18613,male,group C,some college,standard,completed,married,regularly,no,school_bus,5 - 10,4.0,84.0,85.0,87.0,85.33333333333333
18614,male,group C,some high school,standard,completed,married,sometimes,yes,private,< 5,0.0,50.0,51.0,50.0,50.333333333333336
18615,male,group E,high school,standard,completed,single,never,yes,private,5 - 10,3.0,89.0,83.0,82.0,84.66666666666667
18616,female,group C,high school,free/reduced,none,divorced,sometimes,yes,private,5 - 10,2.0,64.0,67.0,61.0,64.0
18617,male,group D,high school,standard,completed,widowed,regularly,yes,school_bus,5 - 10,4.0,60.0,57.0,61.0,59.333333333333336
18618,male,group D,associate's degree,standard,none,married,sometimes,yes,private,5 - 10,1.0,74.0,71.0,72.0,72.33333333333333
18619,female,group A,some high school,free/reduced,none,married,regularly,yes,private,5 - 10,3.0,60.0,68.0,67.0,65.0
18620,female,group E,associate's degree,free/reduced,completed,married,sometimes,yes,school_bus,< 5,3.0,77.0,86.0,82.0,81.66666666666667
18621,male,group B,some college,free/reduced,none,married,regularly,yes,school_bus,5 - 10,2.0,53.0,44.0,36.0,44.333333333333336
18622,male,group A,bachelor's degree,free/reduced,none,single,sometimes,yes,school_bus,5 - 10,1.0,81.0,69.0,65.0,71.66666666666667
18623,female,group C,master's degree,standard,none,married,sometimes,yes,school_bus,< 5,3.0,78.0,90.0,88.0,85.33333333333333
18624,female,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,school_bus,> 10,1.0,69.0,87.0,88.0,81.33333333333333
18625,female,group E,some college,free/reduced,completed,single,regularly,no,private,5 - 10,3.0,67.0,74.0,73.0,71.33333333333333
18626,female,group A,high school,standard,none,married,regularly,yes,school_bus,< 5,2.0,47.0,72.0,69.0,62.666666666666664
18627,female,group D,some college,standard,none,single,regularly,no,private,5 - 10,2.0,70.0,72.0,67.0,69.66666666666667
18628,female,group B,some high school,free/reduced,none,married,regularly,no,school_bus,5 - 10,4.0,65.0,68.0,69.0,67.33333333333333
18629,female,group C,associate's degree,standard,none,married,sometimes,no,school_bus,5 - 10,1.0,74.0,75.0,78.0,75.66666666666667
18630,male,group A,some high school,standard,none,single,regularly,yes,school_bus,5 - 10,3.0,79.0,73.0,67.0,73.0
18631,female,group D,associate's degree,free/reduced,none,married,sometimes,yes,school_bus,5 - 10,4.0,64.0,86.0,80.0,76.66666666666667
18632,male,group D,high school,standard,completed,single,regularly,no,school_bus,< 5,5.0,75.0,75.0,80.0,76.66666666666667
18633,male,group C,high school,free/reduced,none,divorced,sometimes,yes,school_bus,5 - 10,2.0,56.0,61.0,51.0,56.0
18634,male,group D,some college,standard,none,married,regularly,yes,school_bus,5 - 10,3.0,86.0,69.0,76.0,77.0
18635,female,group C,bachelor's degree,standard,completed,married,never,yes,private,< 5,2.0,75.0,90.0,90.0,85.0
18636,male,group C,some college,free/reduced,none,married,sometimes,yes,school_bus,< 5,3.0,41.0,35.0,36.0,37.333333333333336
18637,female,group C,associate's degree,free/reduced,none,divorced,regularly,no,private,5 - 10,6.0,56.0,74.0,65.0,65.0
18638,female,group E,associate's degree,standard,none,married,sometimes,yes,private,5 - 10,4.0,65.0,75.0,69.0,69.66666666666667
18639,male,group E,some college,standard,none,widowed,sometimes,yes,private,5 - 10,1.0,72.0,75.0,71.0,72.66666666666667
18640,male,group D,some college,standard,completed,widowed,regularly,yes,private,5 - 10,1.0,63.0,61.0,63.0,62.333333333333336
18641,female,group C,high school,standard,none,married,regularly,yes,private,5 - 10,2.0,85.0,91.0,85.0,87.0
18642,male,group C,high school,standard,none,married,sometimes,no,school_bus,5 - 10,1.0,56.0,46.0,45.0,49.0
18643,male,group A,some college,free/reduced,completed,divorced,sometimes,yes,school_bus,< 5,1.0,53.0,57.0,54.0,54.666666666666664
18644,female,group E,some college,free/reduced,completed,married,sometimes,yes,school_bus,< 5,6.0,70.0,79.0,75.0,74.66666666666667
18645,male,group A,some college,standard,completed,single,sometimes,no,private,5 - 10,1.0,78.0,75.0,83.0,78.66666666666667
18646,male,group D,some college,free/reduced,completed,married,sometimes,yes,school_bus,< 5,4.0,66.0,68.0,67.0,67.0
18647,female,group E,high school,free/reduced,completed,married,regularly,yes,private,5 - 10,2.0,80.0,87.0,95.0,87.33333333333333
18648,male,group D,some high school,standard,completed,married,sometimes,yes,school_bus,< 5,3.0,95.0,84.0,87.0,88.66666666666667
18649,female,group C,some high school,standard,completed,married,regularly,yes,school_bus,5 - 10,5.0,57.0,68.0,67.0,64.0
18650,female,group C,high school,standard,completed,married,regularly,no,school_bus,5 - 10,2.0,65.0,68.0,68.0,67.0
18651,male,group E,associate's degree,standard,none,married,regularly,yes,school_bus,> 10,4.0,89.0,85.0,80.0,84.66666666666667
18652,female,group E,some college,free/reduced,none,married,sometimes,yes,private,> 10,0.0,53.0,56.0,54.0,54.333333333333336
18653,male,group C,some high school,standard,none,married,sometimes,no,private,< 5,1.0,82.0,82.0,82.0,82.0
18654,male,group C,bachelor's degree,standard,none,married,sometimes,yes,private,5 - 10,0.0,73.0,61.0,56.0,63.333333333333336
18655,female,group C,some college,standard,none,single,regularly,yes,school_bus,> 10,1.0,90.0,92.0,88.0,90.0
18656,female,group B,some high school,standard,none,married,regularly,yes,school_bus,> 10,0.0,47.0,56.0,57.0,53.333333333333336
18657,female,group E,some high school,free/reduced,none,married,sometimes,yes,school_bus,5 - 10,1.0,75.0,89.0,83.0,82.33333333333333
18658,female,group D,high school,standard,none,married,sometimes,yes,private,> 10,4.0,71.0,84.0,83.0,79.33333333333333
18659,male,group C,high school,standard,none,single,regularly,yes,school_bus,5 - 10,3.0,62.0,70.0,69.0,67.0
18660,female,group C,some college,standard,none,single,sometimes,yes,school_bus,< 5,0.0,65.0,73.0,72.0,70.0
18661,male,group E,associate's degree,standard,none,married,regularly,yes,school_bus,< 5,5.0,96.0,91.0,86.0,91.0
18662,female,group A,some college,standard,none,married,never,yes,private,> 10,0.0,77.0,86.0,85.0,82.66666666666667
18663,female,group D,master's degree,standard,none,married,regularly,yes,private,< 5,0.0,96.0,100.0,100.0,98.66666666666667
18664,female,group C,master's degree,free/reduced,none,married,regularly,yes,school_bus,> 10,2.0,48.0,51.0,52.0,50.333333333333336
18665,female,group B,high school,standard,none,married,sometimes,no,school_bus,< 5,3.0,60.0,60.0,58.0,59.333333333333336
18666,male,group B,some college,standard,completed,married,regularly,yes,school_bus,5 - 10,1.0,67.0,77.0,74.0,72.66666666666667
18667,male,group D,some college,free/reduced,none,married,regularly,yes,school_bus,5 - 10,1.0,76.0,65.0,70.0,70.33333333333333
18668,male,group C,some college,standard,none,married,sometimes,yes,private,5 - 10,2.0,93.0,81.0,81.0,85.0
18669,male,group C,bachelor's degree,standard,none,single,never,yes,school_bus,5 - 10,2.0,74.0,75.0,72.0,73.66666666666667
18670,male,group B,high school,standard,none,married,sometimes,no,school_bus,5 - 10,1.0,85.0,81.0,83.0,83.0
18671,male,group C,associate's degree,standard,completed,married,regularly,yes,school_bus,5 - 10,1.0,94.0,92.0,91.0,92.33333333333333
18672,male,group C,master's degree,free/reduced,none,single,sometimes,yes,private,5 - 10,3.0,54.0,57.0,51.0,54.0
18673,male,group C,some college,standard,completed,married,sometimes,yes,school_bus,5 - 10,1.0,63.0,61.0,60.0,61.333333333333336
18674,female,group E,associate's degree,standard,none,married,sometimes,yes,private,5 - 10,1.0,97.0,97.0,95.0,96.33333333333333
18675,male,group C,some high school,free/reduced,completed,single,regularly,no,school_bus,5 - 10,1.0,50.0,51.0,50.0,50.333333333333336
18676,female,group C,some high school,standard,none,single,regularly,yes,school_bus,5 - 10,1.5,46.0,43.0,48.0,45.666666666666664
18677,male,group D,some high school,standard,completed,widowed,sometimes,yes,private,< 5,3.0,80.0,79.0,76.0,78.33333333333333
18678,female,group B,some college,free/reduced,completed,married,regularly,no,school_bus,5 - 10,4.0,55.0,60.0,62.0,59.0
18679,male,group D,associate's degree,standard,none,married,regularly,yes,private,5 - 10,0.0,92.0,79.0,78.0,83.0
18680,female,group A,some college,standard,completed,married,regularly,yes,school_bus,> 10,0.0,89.0,91.0,100.0,93.33333333333333
18681,female,group D,high school,standard,none,married,regularly,yes,school_bus,5 - 10,0.0,53.0,62.0,55.0,56.666666666666664
18682,male,group D,master's degree,free/reduced,none,married,regularly,yes,school_bus,< 5,0.0,60.0,60.0,57.0,59.0
18683,male,group E,some college,free/reduced,none,divorced,sometimes,no,private,5 - 10,1.0,61.0,56.0,46.0,54.333333333333336
18684,female,group D,high school,free/reduced,none,married,sometimes,no,school_bus,5 - 10,2.0,61.0,73.0,76.0,70.0
18685,male,group B,some college,free/reduced,none,married,regularly,yes,private,5 - 10,4.0,46.0,45.0,45.0,45.333333333333336
18686,female,group B,some high school,free/reduced,completed,married,regularly,yes,school_bus,< 5,1.0,54.0,66.0,69.0,63.0
18687,female,group D,bachelor's degree,standard,none,married,never,yes,school_bus,5 - 10,1.0,85.0,94.0,93.0,90.66666666666667
18688,male,group B,associate's degree,free/reduced,none,divorced,regularly,yes,school_bus,5 - 10,1.0,60.0,66.0,57.0,61.0
18689,male,group A,some college,standard,completed,divorced,sometimes,yes,private,< 5,6.0,62.0,60.0,61.0,61.0
18690,female,group D,some high school,free/reduced,none,married,regularly,yes,private,5 - 10,1.0,23.0,37.0,32.0,30.333333333333332
18691,female,group B,some high school,standard,completed,divorced,regularly,yes,school_bus,5 - 10,3.0,72.0,81.0,82.0,78.33333333333333
18692,female,group C,some high school,free/reduced,completed,married,sometimes,yes,private,> 10,1.0,66.0,77.0,78.0,73.66666666666667
18693,female,group C,bachelor's degree,free/reduced,completed,married,regularly,yes,school_bus,5 - 10,2.0,85.0,96.0,100.0,93.66666666666667
18694,female,group D,some high school,standard,completed,single,regularly,no,school_bus,5 - 10,4.0,61.0,56.0,68.0,61.666666666666664
18695,male,group C,associate's degree,free/reduced,none,married,regularly,yes,private,5 - 10,2.0,53.0,60.0,56.0,56.333333333333336
18696,female,group E,some college,standard,completed,divorced,sometimes,yes,school_bus,< 5,3.0,65.0,72.0,70.0,69.0
18697,female,group B,high school,standard,none,single,sometimes,no,private,< 5,3.0,53.0,49.0,50.0,50.666666666666664
18698,male,group B,bachelor's degree,free/reduced,none,single,sometimes,yes,school_bus,< 5,2.0,64.0,68.0,65.0,65.66666666666667
18699,male,group D,some college,free/reduced,none,married,never,yes,school_bus,5 - 10,3.0,50.0,48.0,39.0,45.666666666666664
18700,male,group C,some high school,standard,completed,married,sometimes,no,school_bus,5 - 10,1.0,72.0,68.0,69.0,69.66666666666667
18701,male,group C,associate's degree,standard,none,married,sometimes,yes,private,< 5,1.0,83.0,77.0,76.0,78.66666666666667
18702,male,group A,some high school,free/reduced,none,married,sometimes,no,school_bus,< 5,2.0,57.0,53.0,47.0,52.333333333333336
18703,male,group B,bachelor's degree,standard,none,married,sometimes,yes,school_bus,5 - 10,0.0,84.0,71.0,72.0,75.66666666666667
18704,female,group C,some college,standard,none,single,regularly,yes,private,< 5,0.5,67.0,77.0,74.0,72.66666666666667
18705,female,group D,some college,free/reduced,none,married,sometimes,no,private,5 - 10,2.0,81.0,92.0,92.0,88.33333333333333
18706,male,group B,some high school,free/reduced,none,single,sometimes,no,private,5 - 10,4.0,68.0,67.0,66.0,67.0
18707,male,group B,high school,standard,completed,single,regularly,yes,private,5 - 10,3.0,57.0,50.0,54.0,53.666666666666664
18708,female,group E,some high school,standard,completed,married,regularly,yes,school_bus,5 - 10,2.0,97.0,96.0,97.0,96.66666666666667
18709,male,group D,associate's degree,free/reduced,none,single,regularly,no,private,5 - 10,3.0,71.0,65.0,64.0,66.66666666666667
18710,male,group E,some college,free/reduced,completed,married,regularly,yes,school_bus,5 - 10,2.0,71.0,78.0,74.0,74.33333333333333
18711,male,group B,bachelor's degree,free/reduced,completed,single,never,yes,private,5 - 10,1.0,47.0,57.0,51.0,51.666666666666664
18712,female,group B,some high school,standard,none,single,never,yes,school_bus,5 - 10,5.0,55.0,65.0,59.0,59.666666666666664
18713,male,group D,high school,standard,none,married,sometimes,yes,school_bus,5 - 10,1.0,66.0,65.0,67.0,66.0
18714,male,group C,some college,standard,completed,single,sometimes,yes,school_bus,< 5,3.0,84.0,75.0,76.0,78.33333333333333
18715,female,group C,high school,free/reduced,none,married,sometimes,yes,school_bus,5 - 10,6.0,45.0,42.0,48.0,45.0
18716,male,group C,some high school,standard,completed,married,sometimes,yes,school_bus,< 5,0.0,61.0,54.0,59.0,58.0
18717,female,group E,some college,free/reduced,none,single,regularly,yes,school_bus,> 10,4.0,62.0,71.0,65.0,66.0
18718,male,group A,some high school,standard,none,married,sometimes,yes,school_bus,5 - 10,2.0,60.0,59.0,56.0,58.333333333333336
18719,male,group C,high school,free/reduced,none,single,sometimes,yes,school_bus,< 5,1.0,54.0,55.0,49.0,52.666666666666664
18720,female,group B,master's degree,standard,none,married,sometimes,no,private,5 - 10,4.0,58.0,73.0,73.0,68.0
18721,male,group D,bachelor's degree,free/reduced,completed,married,regularly,yes,school_bus,> 10,0.0,66.0,71.0,77.0,71.33333333333333
18722,male,group D,bachelor's degree,free/reduced,none,divorced,regularly,no,private,< 5,5.0,64.0,71.0,69.0,68.0
18723,male,group B,some college,standard,none,married,regularly,no,school_bus,< 5,4.0,61.0,55.0,55.0,57.0
18724,female,group C,high school,free/reduced,none,single,regularly,no,school_bus,< 5,1.0,58.0,64.0,64.0,62.0
18725,male,group A,high school,standard,none,married,sometimes,no,school_bus,> 10,1.0,74.0,65.0,62.0,67.0
18726,male,group C,some high school,standard,none,divorced,sometimes,yes,school_bus,5 - 10,0.0,44.0,53.0,46.0,47.666666666666664
18727,male,group C,high school,standard,none,married,sometimes,yes,school_bus,5 - 10,2.0,76.0,82.0,72.0,76.66666666666667
18728,male,group C,some high school,free/reduced,completed,married,sometimes,no,private,< 5,1.0,64.0,76.0,67.0,69.0
18729,male,group D,master's degree,free/reduced,none,single,never,yes,school_bus,5 - 10,0.0,65.0,65.0,66.0,65.33333333333333
18730,female,group C,some high school,standard,completed,married,sometimes,yes,school_bus,> 10,1.0,43.0,49.0,54.0,48.666666666666664
18731,male,group C,some high school,standard,none,married,sometimes,yes,private,5 - 10,1.0,69.0,56.0,55.0,60.0
18732,female,group E,high school,free/reduced,completed,single,regularly,yes,school_bus,< 5,1.0,54.0,68.0,63.0,61.666666666666664
18733,female,group C,high school,standard,completed,married,regularly,no,private,5 - 10,3.0,85.0,96.0,98.0,93.0
18734,female,group D,bachelor's degree,free/reduced,completed,divorced,regularly,no,school_bus,< 5,3.0,73.0,90.0,91.0,84.66666666666667
18735,female,group C,some college,free/reduced,none,married,sometimes,yes,school_bus,< 5,1.0,48.0,69.0,66.0,61.0
18736,female,group C,associate's degree,free/reduced,none,married,sometimes,no,private,5 - 10,2.0,47.0,54.0,50.0,50.333333333333336
18737,male,group D,high school,standard,none,married,sometimes,no,school_bus,> 10,3.0,89.0,87.0,83.0,86.33333333333333
18738,female,group B,some high school,standard,none,married,never,yes,school_bus,5 - 10,3.0,75.0,75.0,73.0,74.33333333333333
18739,female,group C,some college,free/reduced,none,married,regularly,no,private,> 10,1.0,36.0,52.0,44.0,44.0
18740,male,group C,some college,free/reduced,none,divorced,sometimes,yes,school_bus,< 5,1.0,73.0,81.0,72.0,75.33333333333333
18741,male,group C,associate's degree,standard,completed,single,regularly,no,private,< 5,2.0,84.0,67.0,72.0,74.33333333333333
18742,female,group D,bachelor's degree,standard,none,married,sometimes,yes,school_bus,< 5,2.0,89.0,97.0,98.0,94.66666666666667
18743,male,group D,some college,standard,none,married,regularly,yes,school_bus,5 - 10,3.0,65.0,66.0,64.0,65.0
18744,male,group D,some college,standard,completed,divorced,sometimes,no,private,5 - 10,1.0,74.0,75.0,80.0,76.33333333333333
18745,male,group C,some high school,standard,completed,married,sometimes,yes,school_bus,< 5,1.0,83.0,82.0,88.0,84.33333333333333
18746,female,group C,some college,free/reduced,completed,single,sometimes,yes,school_bus,5 - 10,1.0,70.0,82.0,83.0,78.33333333333333
18747,female,group C,some high school,standard,completed,divorced,sometimes,yes,private,5 - 10,1.0,63.0,74.0,73.0,70.0
18748,female,group D,some high school,free/reduced,completed,divorced,regularly,no,school_bus,5 - 10,4.0,32.0,57.0,60.0,49.666666666666664
18749,male,group D,associate's degree,standard,none,married,never,yes,private,5 - 10,1.0,73.0,69.0,62.0,68.0
18750,female,group C,some college,standard,none,married,sometimes,no,private,5 - 10,1.0,47.0,61.0,59.0,55.666666666666664
18751,male,group C,associate's degree,standard,none,married,sometimes,no,school_bus,> 10,1.0,74.0,68.0,67.0,69.66666666666667
18752,female,group C,some college,standard,completed,divorced,regularly,no,private,< 5,3.0,90.0,92.0,97.0,93.0
18753,female,group D,some high school,standard,none,divorced,sometimes,yes,school_bus,5 - 10,3.0,60.0,53.0,58.0,57.0
18754,female,group B,master's degree,standard,completed,single,regularly,yes,private,< 5,1.0,86.0,100.0,100.0,95.33333333333333
18755,female,group B,master's degree,standard,none,married,never,yes,school_bus,5 - 10,1.0,63.0,63.0,61.0,62.333333333333336
18756,female,group C,associate's degree,standard,none,married,regularly,no,school_bus,> 10,4.0,84.0,91.0,83.0,86.0
18757,female,group D,some college,free/reduced,none,divorced,sometimes,no,school_bus,5 - 10,2.5,25.0,40.0,33.0,32.666666666666664
18758,male,group C,some high school,free/reduced,none,single,never,no,school_bus,> 10,4.0,43.0,37.0,29.0,36.333333333333336
18759,female,group B,some college,free/reduced,completed,married,regularly,yes,school_bus,< 5,2.0,47.0,58.0,60.0,55.0
18760,male,group E,some college,standard,completed,single,sometimes,yes,school_bus,< 5,1.0,97.0,88.0,84.0,89.66666666666667
18761,male,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,school_bus,< 5,2.0,32.0,38.0,32.0,34.0
18762,female,group C,some college,standard,none,single,regularly,yes,school_bus,< 5,1.0,76.0,84.0,78.0,79.33333333333333
18763,male,group D,associate's degree,standard,none,married,regularly,yes,private,> 10,2.0,64.0,61.0,61.0,62.0
18764,female,group E,bachelor's degree,standard,none,divorced,sometimes,yes,school_bus,> 10,6.0,67.0,76.0,71.0,71.33333333333333
18765,female,group B,associate's degree,free/reduced,none,married,regularly,yes,school_bus,< 5,4.0,45.0,53.0,50.0,49.333333333333336
18766,male,group D,high school,free/reduced,none,married,regularly,yes,school_bus,5 - 10,2.0,57.0,29.0,42.0,42.666666666666664
18767,female,group C,high school,standard,none,married,regularly,yes,school_bus,5 - 10,1.0,66.0,77.0,76.0,73.0
